Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
Dana Holding Corp,20.0,2009,23599Z937,"Dana Holding Corp., Maumee, OH",100
Darden Restaurants,80.0,2009,237194105,"Darden Restaurants Inc., Orlando, FL",100
Davis Wright Tremaine LLP,85.0,2009,,,0
Davis Polk & Wardwell,95.0,2009,,,0
Dean Foods,73.0,2009,242370203,"Dean Foods Co., Dallas, TX",100
Debevoise & Plimpton LLP,100.0,2009,,,0
Deere &,33.0,2009,244199105,"Deere & Co., Moline, IL",100
Dell Inc,100.0,2009,24703L103,"Dell Inc., Round Rock, TX",100
Deloitte LLP,100.0,2009,,,0
Delphi Corp,45.0,2009,247128101,"Delphi Corp., Troy, MI",100
Delta Air Lines Inc,85.0,2009,247361702,"Delta Air Lines Inc., Atlanta, GA",100
Deutsche Bank,100.0,2009,D18190898,"Deutsche Bank, New York, NY",100
Dewey & LeBoeuf LLP,100.0,2009,,,0
Diageo North America,100.0,2009,25243Q205,"Diageo North America, Norwalk, CT",100
Dickstein Shapiro LLP,100.0,2009,,,0
Discover Financial Services,58.0,2009,254709108,"Discover Financial Services, Riverwoods, IL",100
DLA Piper,100.0,2009,,,0
Dole Food Inc,45.0,2009,256603101,"Dole Food Co. Inc., Westlake Village, CA",100
Dollar Thrifty Automotive Group Inc,83.0,2009,256743105,"Dollar Thrifty Automotive Group Inc., Tulsa, OK",100
Dominion Resources Inc,90.0,2009,25746U109,"Dominion Resources Inc., Richmond, VA",100
Domino’ Pizza Inc,60.0,2009,25754A201,"Domino’s Pizza Inc., Ann Arbor, MI",100
Dorsey & Whitney LLP,100.0,2009,,,0
Dow Chemical,100.0,2009,26078J100,"Dow Chemical Co., Auburn Hills, MI",100
Dow Jones & Inc,30.0,2009,260561105,"Dow Jones & Co. Inc., New York, NY",100
DPR Construction Inc,30.0,2009,,,0
Drinker Biddle & Reath LLP,95.0,2009,,,0
DTE Energy,75.0,2009,233331107,"DTE Energy Co., Detroit, MI",100
Duane Morris LLP,95.0,2009,,,0
Duke Energy Corp,75.0,2009,26441C204,"Duke Energy Corp., Charlotte, NC",100
Dun & Bradstreet Corp The,35.0,2009,26483E100,"Dun & Bradstreet Corp., The, Short Hills, NJ",100
DuPont Pont Nemours,100.0,2009,263534109,"DuPont (E.I. du Pont de Nemours), Wilmington, DE",100
Dykema Gossett LLC,80.0,2009,,,0
TRADE Financial Corp,93.0,2009,269246401,"E*TRADE Financial Corporation, New York, NY",100
