Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
Amazon com Inc Seattle,90.0,2018,,,0
Ameren Corp Louis,100.0,2018,,,0
American Apparel LLC Los Angeles 110,100.0,2018,,,0
American Electric Power Inc Columbus,100.0,2018,,,0
3a Firm wide Organizational Arent Fox LLP Washington,100.0,2018,,,0
HRC from unofficial LGBTQ employee Baker Donelson Bearman Caldwell Berkowitz Memphis,100.0,2018,,,0
Include Semual' Oventton thal Blank Rome LLP Philadelphia,100.0,2018,,,0
3a Firm wide Organizational BMO Bankcorp Inc Chicago,90.0,2018,,,0
Resource Group Firm Wide Boehringer Ingelheim USA Corp Ridgefield COC 0OC,100.0,2018,,,0
Buchanan Ingersoll Rooney Pittsburgh,100.0,2018,,,0
Buckley Sandler LLP Washington ‘,100.0,2018,,,0
Caesars Entertainment Corp Las Vegas,100.0,2018,,,0
Capital Group Companies Inc The Los Angeles,100.0,2018,,,0
Resource Group Firm Wide Charles Schwab Inc San Francisco,100.0,2018,,,0
Citigroup Inc New York,100.0,2018,,,0
Compass Bancshares Inc BBVA Compass Birmingham,90.0,2018,,,0
not responded repeated invitations Dentons LLP Washington ®,100.0,2018,,,0
Dickinson Wright PLLC Detroit,85.0,2018,,,0
Discover Financial Services Riverwoods,100.0,2018,,,0
Dollar General Corp Goodlettsville ©,85.0,2018,,,0
Dow Chemical The Midland e828,100.0,2018,,,0
Operations rae for Pont Nemours and DuPont Wilmington,100.0,2018,,,0
3a Firm wide Organizational Eli Lilly Indianapolis uly,100.0,2018,,,0
Resource Group Firm Wide Emerson Electric Louis COC 0OC,90.0,2018,,,0
Federal Reserve Bank Chicago Chicago,100.0,2018,,,0
Federal Reserve Bank Richmond Richmond,100.0,2018,,,0
Federal Reserve Bank Louis Saint Louis,100.0,2018,,,0
3a Firm wide Organizational Franklin Resources Inc San Mateo,100.0,2018,,,0
Resource Group Firm Wide Fried Frank Harris Shriver Jacobson LLP New York COC 0OC,100.0,2018,,,0
Goulston Storrs Boston,100.0,2018,,,0
Greenberg Traurig LLP New York,100.0,2018,,,0
Groupon Inc Chicago,100.0,2018,,,0
Guardian Life Insurance America The New York 0OC,100.0,2018,,,0
Resource Group Firm Wide Hilton Inc McLean,100.0,2018,,,0
Hughes Hubbard Reed LLP New York,100.0,2018,,,0
not responded repeated invitations Huntington Bancshares Inc Columbus uly,100.0,2018,,,0
IBM Corp Armonk ‘,100.0,2018,,,0
InterContinental Hotels Group Americas Atlanta,100.0,2018,,,0
Kirkland Ellis LLP Chicago,100.0,2018,,,0
not responded repeated invitations Kohl' Corp Menomonee Falls,95.0,2018,,,0
Land 'Lakes Inc Arden Hills,100.0,2018,,,0
Lear Corp Southfield ‘,100.0,2018,,,0
Leidos Holdings Reston,20.0,2018,,,0
McKinsey Inc New York ©,100.0,2018,,,0
Milbank Tweed Hadley McCloy LLP New York,100.0,2018,,,0
2b Parity Across Spousal and Morgan Lewis Bockius LLP Philadelphia,100.0,2018,,,0
not responded repeated invitations PNC Financial Services Group Inc The Pitteoereh rly,100.0,2018,,,0
groups individual employees PPL Corp Allentown,100.0,2018,,,0
Principal Financial Group Des Moines,100.0,2018,,,0
Prudential Financial Inc Newark,100.0,2018,,,0
Publicis Healthcare Communications New York,100.0,2018,,,0
PVH Corp New York /,85.0,2018,,,0
QUALCOMNM Inc San Diego ®,100.0,2018,,,0
Resource Group Firm Wide Rockland Trust Rockland,100.0,2018,,,0
Shearman Sterling LLP New York,100.0,2018,,,0
Sheppard Mullin Richter Hampton LLP Los Angeles,100.0,2018,,,0
