Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
— Medically necessary surgical procedures insurance pts,5.0,2005,,,0
Out Equal Workplace Advocates,5.0,2005,,,0
Avnet Inc Phoenix 217,2.0,2005,,,0
Bank New York New York 293,2.0,2005,,,0
Cummins Inc Columbus 257,2.0,2005,,,0
Heinz Pittsburgh 259,3.0,2005,,,0
Harris Chicago,5.0,2005,,,0
MasterCard Inc Purchase,3.0,2005,,,0
The Procter Gamble Cincinnati,3.0,2005,,,0
International Inc ?,8.0,2005,78464R105,"SRA International Inc., Fairfax, VA",87
Unisys Corp Blue Bell 343,29.0,2005,,,0
Bancorp Minneapolis «~«OT71,5.0,2005,,,0
Mellon Financial Corp Pittsburgh 391,5.0,2005,,,0
Merrill Lynch New York,2.0,2005,,,0
Bank America Corp Charlotte,8.0,2005,,,0
International Inc,35.0,2005,78464R105,"SRA International Inc., Fairfax, VA",87
Tech Data Corp Clearwater 110,3.0,2005,,,0
Silicon Graphics Inc Mountain,2.0,2005,,,0
Cargill Inc Wayzata,2.0,2005,,,0
Miller Brewing Milwaukee —,5.0,2005,,,0
Newell Rubbermaid Inc Alpharetta 304,2.0,2005,,,0
Shaw Industries Inc Dalton,2.0,2005,,,0
Global Hyatt Corp Chicago,2.0,2005,,,0
Chevron Corp SanRamon,5.0,2005,,,0
ATT Corp Bedminster,3.0,2005,,,0
There are still many companies the United States that have yet Faroe,9.0,2005,,,0
medically supervised treatment plan identity and/ expression pts,5.0,2005,,,0
should viewed composite its activity over Project assist all companies improving the,5.0,2005,,,0
the last several years While some components policies and climate for GLBT employees those,9.0,2005,,,0
resources best practice information and site,5.0,2005,,,0
staff act business consultants for diversity,3.0,2005,,,0
Inc,4.0,2005,,,0
—— EEE EEE Eee,2.0,2005,,,0
United Parcel Service Atlanta,3.0,2005,,,0
Northrop Los Angeles,2.0,2005,,,0
International Inc,35.0,2005,78464R105,"SRA International Inc., Fairfax, VA",87
Your answers these questions this year are for informational purposes only,9.0,2005,,,0
