Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
3a Offers domestic partner health insurance 388 330,5.0,2006,,,0
for domestic partners 344 249,7.0,2006,,,0
asked why his company supported GLBT,3.0,2006,,,0
inclusive workplaces,3.0,2006,,,0
~ Apparel Fashion Textiles Dept Stores,5.0,2006,,,0
Banking and Financial Services,19.0,2006,,,0
< Computer and Data Services,2.0,2006,,,0
Consulting Business Services,7.0,2006,,,0
Insurance,8.0,2006,,,0
New Jersey Washington,2.0,2006,,,0
North Carolina Missouri,1.0,2006,,,0
Company provided domestic partner health insurance,15.0,2006,,,0
diversity council that includes GLBT issues,15.0,2006,,,0
activities the information footnoted this report The company veal disseminate its written,7.0,2006,,,0
many Fortune 500 companies including Best Buy,15.0,2006,,,0
Since Daryl Herrschaft has overseen the,3.0,2006,,,0
Workplace Project the Human Rights Campaign Samir Luther,5.0,2006,,,0
ual and transgender employees consumers and implement inclusive workplace policies for gay lesbian,0.0,2006,,,0
itigroup Inc,2.0,2006,172967424,"Citigroup Inc., New York, NY",94
Walgreens Juanita Mitchell,7.0,2006,,,0
Elaine Decanio IBM Corp,17.0,2006,,,0
Jamison Green Louise Young,3.0,2006,,,0
Robby Gregg Helga Ying,5.0,2006,,,0
Hewlett Packard America Inc,3.0,2006,,,0
Aetna Inc Hartford,0.0,2006,,,0
Allianz Life Insurance,0.0,2006,,,0
ALLTEL Corp Little Rock 251 /,5.0,2006,,,0
American Express New York,0.0,2006,,,0
Group Madison 323 ray,15.0,2006,,,0
Corp For worth 1x 108 /,0.0,2006,,,0
Companies Inc Louis 146,15.0,2006,,,0
and Bridgespan Group Boston /,15.0,2006,,,0
Holding Inc Nashville,15.0,2006,,,0
Solutions Inc Watertown,15.0,2006,,,0
CMP Meda LLC Manbessot t00 /155 /,5.0,2006,,,0
Cooper Tie Rubber Findlay « 770 a9 /,0.0,2006,,,0
Deere Mole a8 //,0.0,2006,,,0
OTE Every Derot M859 / / /,0.0,2006,,,0
Foley Hoag LLP Boston /,0.0,2006,,,0
Fulbroht JaworskiLLP Howson «SAR / /,0.0,2006,,,0
Harrah’ Entertainment Inc ‘LasVegas 309,0.0,2006,,,0
Care Inc Wellesley,15.0,2006,,,0
llinois Tool Works Inc Glenview 178,0.0,2006,,,0
Imation Corp Oakdale,0.0,2006,,,0
Insurance Corp Atlanta,15.0,2006,,,0
Machines Corp Armonk,15.0,2006,,,0
Companies Inc New York 348,15.0,2006,,,0
Johnson Johnson ‘New Brunswick / /,0.0,2006,,,0
Kellogg Battle Creek 283/ / /,0.0,2006,,,0
KeyCorp Cleveland 325 B15 /,0.0,2006,,,0
Keyspan Corp Brooklyn 295 / /,0.0,2006,,,0
Kilpatrick Stockton LLP Atlanta 80M 875,15.0,2006,,,0
Kimberly Clark Corporation Iving 140 /,0.0,2006,,,0
McGraw Hill Companies,2.0,2006,,,0
Morison FoersterLLP San Francisco ‘,0.0,2006,,,0
Walker LLP Los Angeles vey,15.0,2006,,,0
Progress Energy Inc Raleigh 2227,5.0,2006,,,0
International Inc Denver 160,29.0,2006,,,0
Donnelley Sone Chicago — — /265 /,0.0,2006,,,0
SAFECO Corp ‘Seale,0.0,2006,,,0
— Automation Inc Alpharetta,15.0,2006,,,0
Company Rosemead,15.0,2006,,,0
Companies Inc Paul,15.0,2006,,,0
Products Inc Lake Forest,5.0,2006,,,0
Corporation Short Hills,5.0,2006,,,0
Service Inc San Francisco / /,15.0,2006,,,0
WPP Group USA NewYork « 151,0.0,2006,,,0
Bridgestone Americas Holding Inc Nashville,0.0,2006,,,0
Navistar International Corp ‘Warrenville /201 /,33.0,2006,,,0
