Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
Aetna Inc Hartford,100.0,2002,,,0
AMR Corp /American Airlines! Dallas Fort Worth Airport,100.0,2002,,,0
Apple Computer Inc Cupertino,100.0,2002,,,0
Avaya Inc Basking Ridge,100.0,2002,,,0
Eastman Kodak Rochester,100.0,2002,,,0
Intel Corp Santa Clara,100.0,2002,,,0
Morgan Chase New York,100.0,2002,,,0
Lucent Technologies Inc Murray Hill,100.0,2002,,,0
NCR Corp Dayton,100.0,2002,,,0
Nike Inc Beaverton,100.0,2002,,,0
Replacements Ltd Greensboro,100.0,2002,,,0
Worldspan Atlanta,100.0,2002,,,0
Xerox Corp Stamford,100.0,2002,,,0
ABN AMRO Chicago,86.0,2002,,,0
Accenture Chicago,86.0,2002,,,0
Agilent Technologies Inc ” Wilmington,86.0,2002,,,0
American Express New York,86.0,2002,,,0
AOL Time Warner Inc New York,86.0,2002,,,0
ATT” New York,86.0,2002,,,0
Bank America Corp Charlotte,86.0,2002,,,0
Bank One Corp Chicago,86.0,2002,,,0
Bausch Lomb Inc Rochester,86.0,2002,,,0
BellSouth Corp Atlanta,86.0,2002,,,0
Booz Allen Hamilton McLean,86.0,2002,,,0
formerly Amoco Chicago,86.0,2002,,,0
Capital One Financial Corp Falls Church,86.0,2002,,,0
ChevronTexaco Corp San Ramon,86.0,2002,,,0
Chubb Corp Warren,86.0,2002,,,0
Cingular Wireless Atlanta,86.0,2002,,,0
Citigroup Inc New York,86.0,2002,,,0
Compaq Computer Corp Houston,86.0,2002,,,0
Coors Brewing Golden,86.0,2002,,,0
Daimler Chrysler Corp Auburn Hills,86.0,2002,,,0
Deloitte Touche Tohmatsu International New York,86.0,2002,,,0
ETRADE Group Inc Menlo Park,86.0,2002,,,0
FleetBoston Financial Corp ” Boston,86.0,2002,,,0
Ford Motor Dearborn,86.0,2002,,,0
Gannett Inc Arlington,86.0,2002,,,0
General Mills Inc ! Minneapolis,86.0,2002,,,0
General Motors Detroit,86.0,2002,,,0
GlaxoSmithKline Inc Research Triangle Park,86.0,2002,,,0
Goldman Sachs Investment Banking New York,86.0,2002,,,0
Harris Trust Savings Bank Chicago,86.0,2002,,,0
Hartford Financial Services Hartford,86.0,2002,,,0
Hewitt Associates Lincolnshire,86.0,2002,,,0
Hewlett Packard Palo Alto,86.0,2002,,,0
Honeywell International Inc Morristown,86.0,2002,,,0
IBM International Business Machines Corp Armonk,86.0,2002,459200101,"IBM (International Business Machines Corp.), Armonk, NY",91
John Hancock Financial Services Inc Boston,86.0,2002,41014S106,"John Hancock Financial Services Inc., Boston, MA",90
Kaiser Permanente Foundation Health Plan Inc Oakland,86.0,2002,,,0
KPMG LLP Montvale,86.0,2002,,,0
Levi Strauss San Francisco,86.0,2002,,,0
Lincoln National Corp Philadelphia,86.0,2002,,,0
McKinsey Inc New York,86.0,2002,,,0
Merck Inc Whitehouse Station,86.0,2002,,,0
Merrill Lynch New York,86.0,2002,,,0
Microsoft Corp ” Redmond,86.0,2002,,,0
Mitchell Gold Taylorsville,86.0,2002,,,0
Motorola Inc Schaumburg,86.0,2002,,,0
Northern Trust Corp Chicago,86.0,2002,,,0
Pfizer New York,86.0,2002,,,0
PGE Corp San Francisco,86.0,2002,,,0
Polaroid Corp Cambridge,86.0,2002,,,0
PricewaterhouseCoopers New York,86.0,2002,,,0
Prime Access Inc New York,86.0,2002,,,0
Procter Gamble Cincinnati,86.0,2002,,,0
Prudential Financial Inc Newark,86.0,2002,,,0
Quark Inc Denver,86.0,2002,,,0
Qwest Communications International Inc Englewood,86.0,2002,749121109,"Qwest Communications International Inc., Denver, CO",87
Raytheon Lexington,86.0,2002,,,0
SBC Communications Inc San Antonio,86.0,2002,,,0
Johnson Son Inc Racine,86.0,2002,,,0
Scholastic Corp New York,86.0,2002,,,0
SGI Mountain View,86.0,2002,,,0
Shell Oil ” Houston,86.0,2002,,,0
Paul Companies Paul,86.0,2002,,,0
Starbucks Corp Seattle,86.0,2002,,,0
Subaru America Inc Cherry Hill,86.0,2002,,,0
Sun Microsystems Palo Alto,86.0,2002,,,0
Target Corp Minneapolis,86.0,2002,,,0
Texas Instruments Inc Dallas,86.0,2002,,,0
The Charles Schwab Corp ” San Francisco,86.0,2002,,,0
The Gillette Boston,86.0,2002,,,0
UVAL/United Airlines Inc Elk Grove,86.0,2002,,,0
UBS Paine Webber New York,86.0,2002,,,0
Unisys Blue Bell,86.0,2002,,,0
Airways Group Arlington,86.0,2002,,,0
Bancorp Minneapolis,86.0,2002,,,0
Verizon Communications New York,86.0,2002,,,0
Vivendi Universal New York,86.0,2002,,,0
Wachovia Corp Charlotte,86.0,2002,,,0
Walgreens Deerfield,86.0,2002,,,0
Walt Disney Burbank,86.0,2002,,,0
Washington Mutual Savings Bank Seattle,86.0,2002,939334100,"Washington Mutual Savings Bank, Seattle, WA",88
Wells Fargo San Francisco,86.0,2002,,,0
Abbott Laboratories Abbot Park,71.0,2002,,,0
Adobe Systems San Jose,71.0,2002,,,0
Advanced Micro Devices Sunnyvale,71.0,2002,,,0
Air Products Chemicals Inc Allentown,71.0,2002,,,0
Applied Materials Santa Clara,71.0,2002,,,0
Arise Communications Inc Oakland,71.0,2002,,,0
Aventis Pharmaceuticals Inc Bridgewater,71.0,2002,,,0
Ben and Jerry’ Homemade Inc South Burlington,71.0,2002,,,0
Blockbuster Inc Dallas,71.0,2002,,,0
Bristol Myers Squibb New York,71.0,2002,,,0
Clorox Oakland,71.0,2002,,,0
Consolidated Edison New York,71.0,2002,,,0
Cummins Inc Columbus,71.0,2002,,,0
Darden Restaurants Orlando,71.0,2002,,,0
Dell Computer Corp Austin,71.0,2002,,,0
Delphi Automotive ‘Troy,71.0,2002,247128101,"Delphi Automotive, Troy, MI",85
Delta Airlines Inc Atlanta,71.0,2002,,,0
Deluxe Corp Shoreview,71.0,2002,,,0
Dow Chemical Midland,71.0,2002,,,0
