Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
Abercrombie Fich ewabannon sve 400,0.0,2010,,,0
Altte Corp The Norrorooki 400,0.0,2010,,,0
Capital One Financial Cop cteanva 400,0.0,2010,,,0
Che Corp fwerenns reo 400,100.0,2010,,,0
Cisco Systems Ine seniosnca 400,100.0,2010,,,0
Cord Chance LLP frewrorw 400,100.0,2010,,,0
ube Nemours and wimingonoe 400,100.0,2010,,,0
fratarapoisN rea,0.0,2010,,,0
Foley Larder LLP feivavionwi a2,0.0,2010,,,0
Haynes and Boone LLP foatest« 101 4001,100.0,2010,,,0
Howrey LLP wesrinton 400,0.0,2010,,,0
Kivond lis Foricasen t00,0.0,2010,,,0
MeadWestvaco Corp cienalen fase fel,4.0,2010,,,0
NCR Corp oayenon feet 400,0.0,2010,,,0
Association College Retirement New York,78.0,2010,,,0
United Business Media LLC annassen 400,0.0,2010,,,0
Vinson Eins LLP Houston 900,0.0,2010,,,0
eer Cutler Pickering Hale Dorr wastinonoc 490,100.0,2010,,,0
Continental Airlines Inc Houston ™ ssf 178,100.0,2010,,,0
Volkswagen America Inc Hemdon,100.0,2010,,,0
ube Nemours and winingonve fer,0.0,2010,,,0
Southern California Edison Rosemead CAs,100.0,2010,,,0
Agilent Technologies Inc SantaClara cCA 443,100.0,2010,,,0
Kimpton Hotel Restaurant Group Inc SanFrancisco «,100.0,2010,,,0
Marriott International Inc Bethesda ssf 197 ~— ~—,100.0,2010,,,0
ane Life Insurance North Minseapoissms 400,100.0,2010,,,0
rattiord Financial Services Group Inc HHawiowcr,100.0,2010,,,0
Debevoise Pimpton LLP New Yorny t00,100.0,2010,,,0
Dewey LeBoeuf LLP New Yorny t00,100.0,2010,,,0
terion 3a percent from the previous year these employers,3.0,2010,,,0
,1.0,2010,,,0
equivalent continuation coverage increased percent this year,84.0,2010,,,0
increased percent this year The CEI requires that least,91.0,2010,,,0
include bereavement leave percent rated employers employee,87.0,2010,,,0
