Company,CEI_Score,Year,cusip,firm_name,fuzzy_match_score
prohibitions etc From present company would contacted and potentially receive,25.0,2014,,,0
Kearney Inc Chicago,100.0,2014,,,0
AAA Northern California Nevada Utah Insurance Exchange Walnut Creek,100.0,2014,,,0
American Express New York,95.0,2014,,,0
Arent Fox LLP Washington,85.0,2014,,,0
Arnold Porter LLP Washington,100.0,2014,,,0
Bain Inc / Bridgespan Group Boston,100.0,2014,,,0
Baker McKenzie LLP Chicago,100.0,2014,,,0
Bingham McCutchen LLP Boston,100.0,2014,,,0
BMO Bankcorp Inc Chicago,100.0,2014,,,0
Boehringer Ingelheim USA Corp Ridgefield,100.0,2014,,,0
Boeing Chicago,39.0,2014,,,0
Boston Consulting Group Boston,100.0,2014,,,0
Brown Rudnick LLP Boston,100.0,2014,,,0
Cargill Inc Wayzata,100.0,2014,,,0
Chapman and Cutler LLP Chicago,100.0,2014,,,0
Chevron Corp San Ramon,3.0,2014,,,0
Choice Hotels International Inc Rockville,100.0,2014,,,0
Chrysler Group LLC Auburn Hills,100.0,2014,,,0
Cleary Gottlieb Steen Hamilton LLP New York,100.0,2014,,,0
Clifford Chance LLP New York,100.0,2014,,,0
Covington Burling LLP Washington,100.0,2014,,,0
Crowell Moring LLP Washington,100.0,2014,,,0
Davis Wright Tremaine LLP Seattle,85.0,2014,,,0
Deloitte LLP New York,100.0,2014,,,0
Dentons LLP New York,100.0,2014,,,0
Depository Trust Clearing Corp The New York,100.0,2014,,,0
Deutsche Bank New York,100.0,2014,,,0
Dickstein Shapiro LLP Washington,100.0,2014,,,0
Digitas Inc Boston,100.0,2014,,,0
Dorsey Whitney LLP Minneapolis,100.0,2014,,,0
Gallo Winery Modesto,100.0,2014,,,0
Eastern Bank Corp Boston,100.0,2014,,,0
Fenwick West LLP Mountain View,100.0,2014,,,0
Fish Richardson Boston,90.0,2014,,,0
Foley Lardner LLP Milwaukee,100.0,2014,,,0
Foley Hoag LLP Boston,95.0,2014,,,0
Fried Frank Harris Shriver Jacobson LLP New York,100.0,2014,,,0
Genentech Inc South San Francisco,100.0,2014,,,0
General Electric Fairfield,6.0,2014,,,0
Gibson Dunn Crutcher LLP Los Angeles,100.0,2014,,,0
GlaxoSmithKline LLC Research Triangle Park,100.0,2014,,,0
Goodwin Procter LLP Boston,90.0,2014,,,0
Group Health Cooperative Seattle,100.0,2014,,,0
Group Health Permanente Seattle,95.0,2014,,,0
Groupon Inc Chicago,100.0,2014,,,0
Harvard Pilgrim Health Care Inc Wellesley,100.0,2014,,,0
Herman Miller Inc Zeeland,100.0,2014,,,0
Hinshaw Culbertson LLP Chicago,100.0,2014,,,0
Hogan Lovells LLP Washington,100.0,2014,,,0
Hunton Williams LLP Washington,100.0,2014,,,0
Huron Consulting Group Inc Chicago,90.0,2014,,,0
ING North America Insurance Corp New York,100.0,2014,,,0
International Business Machines Corp IBM Armonk,19.0,2014,459200101,"International Business Machines Corp. (IBM), Armonk, NY",88
Jenner Block LLP Chicago,100.0,2014,,,0
Kimpton Hotel Restaurant Group Inc San Francisco,100.0,2014,,,0
King Spalding LLP Atlanta,90.0,2014,,,0
Kirkland Ellis LLP Chicago,100.0,2014,,,0
KPMG LLP New York,100.0,2014,,,0
Kramer Levin Naftalis Frankel LLP New York,100.0,2014,,,0
Leo Burnett Company Inc Chicago,90.0,2014,,,0
Mayer Brown LLP Chicago,100.0,2014,,,0
McDermott Will Emery LLP Chicago,100.0,2014,,,0
McKesson Corp San Francisco,14.0,2014,,,0
Milbank Tweed Hadley McCloy LLP New York,100.0,2014,,,0
MillerCoors LLC Chicago,100.0,2014,,,0
Mintz Levin Cohn Ferris Glovsky Popeo Boston,100.0,2014,,,0
Morgan Lewis Bockius LLP Philadelphia,100.0,2014,,,0
Morrison Foerster LLP San Francisco,100.0,2014,,,0
MSLGROUP Americas New York,95.0,2014,,,0
Navigant Consulting Inc Chicago,100.0,2014,,,0
Nielsen The New York City ©,90.0,2014,,,0
Nixon Peabody LLP Boston,100.0,2014,,,0
Nokia Corp Irving,100.0,2014,,,0
Novartis Pharmaceuticals Corp East Hanover,100.0,2014,,,0
'Melveny Myers LLP Los Angeles,100.0,2014,,,0
Orbitz Worldwide Inc Chicago,100.0,2014,,,0
Orrick Herrington Sutcliffe LLP San Francisco,100.0,2014,,,0
Patterson Belknap Webb Tyler LLP New York,100.0,2014,,,0
Paul Hastings LLP Los Angeles,100.0,2014,,,0
Paul Weiss Rifkind Wharton Garrison LLP New York,100.0,2014,,,0
Pearson Inc New York,90.0,2014,,,0
Perkins Coie LLP Seattle,100.0,2014,,,0
Pillsbury Winthrop Shaw Pittman LLP New York,100.0,2014,,,0
PricewaterhouseCoopers LLP New York,100.0,2014,,,0
Procter Gamble Cincinnati,27.0,2014,,,0
Prudential Financial Inc Newark,100.0,2014,,,0
Publicis Healthcare Communications New York,100.0,2014,,,0
Publicis Inc New York,100.0,2014,,,0
RBC Capital Markets LLC New York,100.0,2014,,,0
Reed Smith LLP Pittsburgh,85.0,2014,,,0
Replacements Ltd McLeansville,100.0,2014,,,0
Robins Kaplan Miller Ciresi LLP Minneapolis ©,100.0,2014,,,0
Safeway Inc Pleasanton,63.0,2014,,,0
SAP America Inc Newtown Square,90.0,2014,,,0
Schiff Hardin LLP Chicago,100.0,2014,,,0
Shearman Sterling LLP New York,100.0,2014,,,0
Shook Hardy Bacon LLP Kansas City,100.0,2014,,,0
Sidley Austin LLP Chicago,100.0,2014,,,0
Simpson Thacher Bartlett LLP New York,100.0,2014,,,0
Skadden Arps Slate Meagher Flom LLP New York,100.0,2014,,,0
Sodexo Inc Gaithersburg,100.0,2014,,,0
Sony Electronics Inc San Diego,90.0,2014,,,0
Sony Pictures Entertainment Inc Culver City,100.0,2014,,,0
Southern California Edison Rosemead,100.0,2014,,,0
Starcom MediaVest Group Chicago,100.0,2014,,,0
Thompson Coburn LLP Saint Louis,100.0,2014,,,0
Thompson Hine LLP Cleveland,100.0,2014,,,0
Toyota Financial Services Torrance,100.0,2014,,,0
Toyota Motor Sales USA Inc Torrance,100.0,2014,,,0
Troutman Sanders LLP Atlanta,100.0,2014,,,0
Union Bank San Francisco,100.0,2014,,,0
Verizon Communications Inc New York,15.0,2014,,,0
Volkswagen Group America Inc Herndon,100.0,2014,,,0
Weil Gotshal Manges LLP New York,90.0,2014,,,0
Wells Fargo San Francisco,26.0,2014,,,0
White Case LLP New York,100.0,2014,,,0
Wilmer Cutler Pickering Hale Dorr LLP Washington,100.0,2014,,,0
Winston Strawn LLP Chicago © ©,100.0,2014,,,0
Kearney Inc Chicago,100.0,2014,,,0
AAA Northern California Nevada Utah Insurance Exchange Walnut Creek,100.0,2014,,,0
Accenture Ltd New York,100.0,2014,,,0
Acer Inc Irvine,35.0,2014,,,0
Adecco North America LLC Melville,90.0,2014,,,0
